movieId,title,overview,poster_path
314,Catwoman,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat — and she's eager to use her new skills... as a vigilante. Before you can say ""cat and mouse"", handsome gumshoe Tom Lone is on her tail, fascinated by both of her personas.",http://image.tmdb.org/t/p/w500//pvnPgukFyEKgCzyOxyLiwyZ8T1C.jpg
315,"Faster, Pussycat! Kill! Kill!","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",http://image.tmdb.org/t/p/w500//4mld2L1vWqgqFQmKa7KU4HzLKPi.jpg
316,Grill Point,In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives. In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner.,http://image.tmdb.org/t/p/w500//bMdeYeO8ylTqJDVnEPECdhroEg8.jpg
317,Grbavica: The Land of My Dreams,A woman and her daughter struggle to make their way through the aftermath of the Balkan war.,http://image.tmdb.org/t/p/w500//hzLRMGaQ9v3QDMSimCE12aBtJzG.jpg
318,The Million Dollar Hotel,A federal agent searches for a potential killer among the bizarre residents of a dilapidated Los Angeles hotel.,http://image.tmdb.org/t/p/w500//iGRyPsZF0lfIL3IadmBdoAsYzyn.jpg
319,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",http://image.tmdb.org/t/p/w500//39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
320,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,http://image.tmdb.org/t/p/w500//riVXh3EimGO0y5dgQxEWPRy5Itg.jpg
321,Mambo Italiano,"When an Italian man comes out of the closet, it affects both his life and his crazy family.",http://image.tmdb.org/t/p/w500//wWQ0FHyWwqVcjuI6yvrM41H8ylk.jpg
322,Mystic River,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,http://image.tmdb.org/t/p/w500//hCHVDbo6XJGj3r2i4hVjKhE0GKF.jpg
326,Snakes on a Plane,"FBI agent Neville Flynn boards a flight from Honolulu, Hawaii to Los Angeles, escorting a key witness to testify against a mob boss at an upcoming trial. An on-board assassin releases a crate full of hundreds of deadly venomous snakes in an attempt to eliminate the witness. Flynn and a host of frightened passengers and crew must band together to survive the slithery threat.",http://image.tmdb.org/t/p/w500//9wqWQ5rXQG6daMpowqwadGjI768.jpg
327,Brother,"A Japanese Yakuza gangster's deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother's gang.",http://image.tmdb.org/t/p/w500//rSRJozSafFFuiFT9XnwsE1ricHT.jpg
329,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",http://image.tmdb.org/t/p/w500//oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg
330,The Lost World: Jurassic Park,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",http://image.tmdb.org/t/p/w500//jElpCJkSaRPYwIMwZY28gOKV7BK.jpg
331,Jurassic Park III,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",http://image.tmdb.org/t/p/w500//oQXj4NUfS3r3gHXtDOzcJgj1lLc.jpg
332,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",http://image.tmdb.org/t/p/w500//eKpK8FaQDpkgp3HHm3YrIDqUjWh.jpg
333,Bollywood/Hollywood,"Rahul Seth is a dashing young millionaire who believes he is ""western"" enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say ""karmic intervention,"" Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahul's mother sees the opportunity she's been waiting for. She threatens to call off his sister's wedding unless he finds himself a ""nice Indian girl."" Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not ""married"" to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins....",http://image.tmdb.org/t/p/w500//pXIVHT73QG70nZZdsVMwa0OgFUK.jpg
334,Magnolia,"On one random day in the San Fernando Valley, a dying father, a young wife, a male caretaker, a famous lost son, a police officer in love, a boy genius, an ex-boy genius, a game show host and an estranged daughter will each become part of a dazzling multiplicity of plots, but one story.",http://image.tmdb.org/t/p/w500//uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg
335,Once Upon a Time in the West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",http://image.tmdb.org/t/p/w500//qbYgqOczabWNn2XKwgMtVrntD6P.jpg
336,"Duck, You Sucker","At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",http://image.tmdb.org/t/p/w500//nWmAtZf83qpOai0fzehf7Hn1S3R.jpg
337,Monsieur Ibrahim,"Paris, 1960s. Momo, a resolute and independent Jewish teenager who lives with his father, a sullen and depressed man, in a working-class neighborhood, develops a close friendship with Monsieur Ibrahim, an elderly Muslim who owns a small grocery store.",http://image.tmdb.org/t/p/w500//lS4hx9X5v6cpoCzzQohZs7zD881.jpg
338,"Good Bye, Lenin!",Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,http://image.tmdb.org/t/p/w500//2QlsdRwkug30lw6DAWG8pxmMuFQ.jpg
339,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,http://image.tmdb.org/t/p/w500//ktejUHCo6c8DekpOtR3uSb6oDXr.jpg
340,Everything Is Illuminated,"A young Jewish American man endeavors—with the help of eccentric, distant relatives—to find the woman who saved his grandfather during World War II—in a Ukrainian village which was ultimately razed by the Nazis.",http://image.tmdb.org/t/p/w500//gk469Y3fJTlbcAkSNMZc4OtETOK.jpg
341,A Crime,"Vincent's life is on hold until he finds his wife's killer. Alice, his neighbor, is convinced she can make him happy. She decides to invent a culprit, so that Vincent can find revenge and leave the past behind. But there is no ideal culprit and no perfect crime.",http://image.tmdb.org/t/p/w500//ms5tA7A2xc1EOqc2mVvcFrnH6gO.jpg
342,Summer Storm,"Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteor-logical.",http://image.tmdb.org/t/p/w500//vvoOOEgSv2kKVxIqTZvFwtPp9eI.jpg
343,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,http://image.tmdb.org/t/p/w500//t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg
344,"Bang, Boom, Bang",Bank robber Kalle Grabowski escapes from prison while his unemployed smalltime crook buddy is sitting around doing nothing after he just lost all their money. A fast paced comedy from German director Peter Thorwarth.,http://image.tmdb.org/t/p/w500//c1bkOK9z6s3ZSkFEejUw76eeuwZ.jpg
345,Eyes Wide Shut,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",http://image.tmdb.org/t/p/w500//knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg
346,Seven Samurai,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",http://image.tmdb.org/t/p/w500//8OKmBV5BUFzmozIC3pPWKHy17kx.jpg
347,People on Sunday,"A semi-documentary experimental 1930 German silent film created by amateurs with a small budget. With authentic scenes of the metropolis city of Berlin, it's the first film from the later famous screenwriters/directors Billy Wilder and Fred Zinnemann.",http://image.tmdb.org/t/p/w500//gWIkCmYaRDlA78WMIfRUlURuLCZ.jpg
348,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",http://image.tmdb.org/t/p/w500//vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
349,Cockles and Muscles,Crustacés et coquillages is a fresh French comedy film with numerous surprise turnarounds and about the tolerance of a family of four. The family spend an idealistic summer vacation together where each of the family members gets involved in a new or old relationship.,http://image.tmdb.org/t/p/w500//eQPrrzj76pQxmprQ3LpHhriZqlJ.jpg
350,The Devil Wears Prada,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",http://image.tmdb.org/t/p/w500//8912AsVuS7Sj915apArUFbv6F9L.jpg
